0.000000000000000000e+00 6.780863553285598755e-02 2.254909777548164129e-04 3.431203588843345642e-02 1.304931938648223877e-04 2.026089350692927837e-04 1.314118271693587303e-04 3.016618788242340088e-01 1.244910381501540542e-04 2.726781531237065792e-04 3.912930190563201904e-02 1.413961581420153379e-04 8.520714938640594482e-03 1.815974683267995715e-04 1.929570426000282168e-04 9.667337144492194057e-05 1.884873054223135114e-04 1.352605759166181087e-04 1.429303520126268268e-04 1.385749783366918564e-04
9.959763884544372559e-01 0.000000000000000000e+00 2.264096110593527555e-04 7.985345437191426754e-04 1.483571249991655350e-04 1.496414770372211933e-04 1.404930080752819777e-04 5.493972897529602051e-01 1.502805680502206087e-04 4.263605515006929636e-04 5.278353579342365265e-03 2.694442227948457003e-04 2.462673874106258154e-04 7.066671387292444706e-04 2.669983368832617998e-04 9.701201634015887976e-05 1.787238725228235126e-04 1.480062637710943818e-04 1.730145449982956052e-04 1.382614718750119209e-04
1.696442486718297005e-04 1.204771906486712396e-04 0.000000000000000000e+00 1.904788659885525703e-04 4.554100930690765381e-01 7.198241353034973145e-02 1.410692784702405334e-04 8.886675834655761719e-01 1.672879443503916264e-04 5.032082553952932358e-04 8.077107486315071583e-04 2.726023376453667879e-04 5.084036849439144135e-03 1.157762890215963125e-04 9.836156964302062988e-01 1.411960838595405221e-04 9.155893349088728428e-04 1.192691124742850661e-04 4.524597316049039364e-04 3.199614002369344234e-04
2.357330813538283110e-04 2.253689308417961001e-04 3.976810548920184374e-04 0.000000000000000000e+00 1.651410711929202080e-04 3.442515153437852859e-03 1.493678282713517547e-04 5.751894414424896240e-02 1.653322833590209484e-04 5.918538081459701061e-04 2.031572908163070679e-01 2.453137130942195654e-04 1.722909655654802918e-04 1.450731942895799875e-04 3.495065867900848389e-02 8.172934758476912975e-04 9.622565507888793945e-01 3.324365243315696716e-04 1.138830775744281709e-04 1.155567879322916269e-04
1.721570442896336317e-04 1.145649366662837565e-04 2.617834210395812988e-01 2.279244508827105165e-04 0.000000000000000000e+00 8.157173991203308105e-01 1.407142699463292956e-04 9.198108315467834473e-02 1.388683594996109605e-04 8.861379623413085938e-01 1.759255246724933386e-04 1.666353782638907433e-04 9.766688346862792969e-01 2.819879155140370131e-04 3.590482845902442932e-02 1.426472881576046348e-04 1.874472945928573608e-04 1.880442723631858826e-04 5.644195480272173882e-04 2.568280615378171206e-04
1.361687754979357123e-04 1.066881231963634491e-04 1.350588281638920307e-04 1.241684774868190289e-03 1.460600324207916856e-04 0.000000000000000000e+00 1.860846095951274037e-04 3.800576669164001942e-04 1.286776678171008825e-04 4.854967119172215462e-04 1.172461081296205521e-03 1.711918303044512868e-04 2.785010146908462048e-04 1.188155438285320997e-04 1.829957327572628856e-04 2.131876721978187561e-02 2.163181634387001395e-04 2.316677197813987732e-02 2.058142417808994651e-04 1.778560399543493986e-04
1.438931503798812628e-04 2.366262674331665039e-01 7.673936896026134491e-03 2.173914399463683367e-04 2.978685952257364988e-04 1.264348684344440699e-04 0.000000000000000000e+00 1.110674114897847176e-03 1.403129863319918513e-04 1.045157089829444885e-01 9.316818714141845703e-01 1.428194227628409863e-04 9.838818572461605072e-03 4.451650008559226990e-02 1.175693003460764885e-03 3.892464041709899902e-01 9.731419086456298828e-01 1.436777529306709766e-04 6.042225752025842667e-03 3.723595582414418459e-04
1.153757548308931291e-04 3.631809959188103676e-04 2.629045955836772919e-02 2.445130199193954468e-01 6.670962320640683174e-04 2.875071950256824493e-03 1.037045149132609367e-04 0.000000000000000000e+00 3.572023706510663033e-04 3.090881800744682550e-04 7.920278310775756836e-01 2.987651620060205460e-03 5.331301130354404449e-03 1.030561106745153666e-04 9.198936168104410172e-04 1.729049254208803177e-04 1.350353559246286750e-04 2.452241024002432823e-04 2.544705348554998636e-04 1.974226615857332945e-04
1.141866450780071318e-04 1.342784817097708583e-04 9.179416520055383444e-05 1.401507906848564744e-04 1.327607897110283375e-04 2.332265285076573491e-04 1.341575698461383581e-04 2.757802139967679977e-04 0.000000000000000000e+00 1.086881500668823719e-03 6.438110722228884697e-04 3.180938540026545525e-03 9.895592331886291504e-01 4.417342133820056915e-03 1.654563122428953648e-03 1.843498088419437408e-03 1.458800834370777011e-04 1.647224271437153220e-04 6.748766754753887653e-04 9.977428708225488663e-04
1.146776921814307570e-04 2.013958146562799811e-04 2.558975247666239738e-04 1.102885580621659756e-03 1.304334000451490283e-04 4.532406164798885584e-04 1.010713895084336400e-04 1.423085486749187112e-04 3.185215871781110764e-03 0.000000000000000000e+00 5.881838733330368996e-04 9.850249886512756348e-01 5.492138676345348358e-03 9.499897714704275131e-05 6.470637321472167969e-01 3.477985039353370667e-02 1.092412043362855911e-02 1.076326007023453712e-03 1.821552775800228119e-02 1.053313375450670719e-03
1.286207843804731965e-04 1.582598779350519180e-04 1.493985182605683804e-04 1.052790088579058647e-03 1.253964728675782681e-04 1.515016629127785563e-04 1.203566280310042202e-04 8.602656307630240917e-04 1.409151591360569000e-04 1.247912296094000340e-03 0.000000000000000000e+00 1.998833380639553070e-02 2.262683701701462269e-04 1.413718273397535086e-04 8.111046627163887024e-04 1.421022228896617889e-03 1.789793313946574926e-04 1.789507805369794369e-04 1.496447657700628042e-04 9.809143375605344772e-05
1.211303751915693283e-04 1.558806543471291661e-04 2.049230533884838223e-04 5.700159817934036255e-04 1.314906257903203368e-04 3.135537263005971909e-04 1.126797942561097443e-04 3.963811905123293400e-04 6.762447301298379898e-04 9.910728549584746361e-04 9.657837748527526855e-01 0.000000000000000000e+00 2.867309085559099913e-04 7.512434240197762847e-05 3.981491900049149990e-04 1.018453482538461685e-02 1.427934388630092144e-03 9.900490641593933105e-01 8.563149720430374146e-03 4.006582894362509251e-04
1.503531238995492458e-04 1.351789251202717423e-04 5.152441188693046570e-02 1.914760796353220940e-04 8.455622592009603977e-04 2.121491561410948634e-04 1.839387987274676561e-04 9.180728197097778320e-01 1.099964790046215057e-02 3.511692164465785027e-03 5.381571501493453979e-02 1.083698403090238571e-02 0.000000000000000000e+00 1.106482231989502907e-04 4.169241059571504593e-03 3.518866607919335365e-03 1.573442568769678473e-04 1.903909724205732346e-04 9.775633811950683594e-01 4.304702859371900558e-03
1.072899613063782454e-04 7.683302760124206543e-01 5.157762765884399414e-01 4.478785849642008543e-04 4.371001850813627243e-04 1.597441005287691951e-04 9.983637928962707520e-01 6.485016783699393272e-04 1.633512147236615419e-04 2.885744348168373108e-02 1.314640883356332779e-02 1.605053112143650651e-04 1.797639997676014900e-03 0.000000000000000000e+00 5.982402362860739231e-04 1.147334347479045391e-03 2.417544424533843994e-01 1.544590923003852367e-04 3.093775303568691015e-04 3.741892869584262371e-04
1.301396696362644434e-04 1.528432621853426099e-04 1.989442855119705200e-02 1.328477083006873727e-04 5.839867517352104187e-03 7.246268796734511852e-04 1.926121331052854657e-04 2.376160846324637532e-04 2.188676735386252403e-04 1.740134204737842083e-03 1.374890271108597517e-04 1.549869193695485592e-04 3.670175210572779179e-04 5.252609844319522381e-05 0.000000000000000000e+00 2.044480352196842432e-04 1.599770184839144349e-04 1.387408847222104669e-04 6.707653403282165527e-03 8.363566012121737003e-04
1.504020328866317868e-04 1.291677617700770497e-04 1.693965023150667548e-04 9.110683798789978027e-01 1.245018356712535024e-04 3.365936281625181437e-04 1.510522124590352178e-04 6.685451371595263481e-04 8.864257335662841797e-01 9.926036000251770020e-01 7.696633110754191875e-04 2.362107625231146812e-03 6.743536796420812607e-04 8.828476711641997099e-05 5.041432976722717285e-01 0.000000000000000000e+00 9.611667133867740631e-03 2.360678277909755707e-03 1.047659199684858322e-03 5.610724911093711853e-04
1.320293958997353911e-04 1.653192157391458750e-04 1.162722357548773289e-03 1.521580707048997283e-04 1.485238131135702133e-02 1.628513855393975973e-04 1.702373410807922482e-04 1.496398908784613013e-04 1.652822538744658232e-04 4.159900918602943420e-02 3.815750533249229193e-04 2.963879378512501717e-04 1.112056779675185680e-03 3.126258088741451502e-04 2.180750714614987373e-03 1.163582969456911087e-02 0.000000000000000000e+00 1.576940121594816446e-04 8.235996961593627930e-01 3.880078438669443130e-04
1.024496887112036347e-04 1.587727601872757077e-04 1.530977606307715178e-04 2.807102166116237640e-03 1.075446634786203504e-04 9.795901179313659668e-01 1.419455948052927852e-04 4.166433936916291714e-04 1.081389491446316242e-04 6.704008555971086025e-04 5.127626005560159683e-03 1.112742163240909576e-02 4.371192480903118849e-04 1.854401780292391777e-03 5.850475863553583622e-04 2.226287312805652618e-02 1.712618162855505943e-03 0.000000000000000000e+00 9.995537111535668373e-04 3.054378612432628870e-04
1.262543810298666358e-04 1.317449059570208192e-04 3.267856372985988855e-04 1.282188313780352473e-04 2.161514945328235626e-03 1.601089315954595804e-04 1.416693266946822405e-04 7.411761325784027576e-04 3.581163182388991117e-04 7.638706360012292862e-03 3.292426117695868015e-04 2.033884957199916244e-04 4.276318009942770004e-03 1.290372165385633707e-04 2.602116949856281281e-02 6.203059107065200806e-03 1.901335053844377398e-04 3.834500384982675314e-04 0.000000000000000000e+00 9.895872473716735840e-01
1.945088297361508012e-04 1.372028636978939176e-04 1.562796882353723049e-03 1.470077404519543052e-04 4.891405347734689713e-03 1.742244494380429387e-04 1.385471696266904473e-04 6.402049912139773369e-04 8.689457317814230919e-04 1.991949044167995453e-03 1.837283634813502431e-04 6.851256475783884525e-04 3.485840279608964920e-03 5.968192635918967426e-05 1.001438684761524200e-02 6.873463862575590611e-04 3.843482409138232470e-04 1.599252864252775908e-04 3.760616481304168701e-02 0.000000000000000000e+00
