lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,0.1,0.0001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.1417103637638198,337.0,328.0,299.0,223.0,66.0,43.0,43.0,43.0,43.0,False,False,False,False,True,True,True,True,True
0.01,0.01,0.1,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.15226440121376836,337.0,325.0,297.0,214.0,64.0,42.0,43.0,43.0,43.0,False,False,False,False,True,True,True,True,True
0.01,0.01,1.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.34410208966283384,270.0,130.0,41.0,41.0,41.0,41.0,41.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,1.0,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.4178714957353529,256.0,103.0,46.0,42.0,41.0,41.0,41.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.1,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.15951691726236458,336.0,323.0,300.0,226.0,64.0,44.0,43.0,43.0,43.0,False,False,False,False,True,True,True,True,True
0.01,0.01,100.0,0.0001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.4188696697920324,58.0,44.0,43.0,43.0,41.0,40.0,40.0,40.0,43.0,False,False,False,False,False,True,True,True,True
0.01,0.01,1.0,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.547508691653154,172.0,66.0,43.0,37.0,44.0,43.0,41.0,41.0,41.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10.0,0.1,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.659376249304092,74.0,46.0,35.0,27.0,30.0,30.0,33.0,38.0,40.0,False,False,False,False,True,True,True,True,True
0.01,0.01,1000.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.30992411488018756,46.0,40.0,42.0,43.0,42.0,42.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10.0,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.5946819099489561,68.0,50.0,36.0,33.0,39.0,34.0,35.0,38.0,42.0,False,False,False,False,True,True,True,True,True
