lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.001,1.0,0.0001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6543986246838722,87.0,58.0,46.0,36.0,32.0,31.0,27.0,28.0,36.0,False,False,False,False,True,True,True,True,True
0.01,0.001,10.0,0.0001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7988988716342086,46.0,27.0,23.0,21.0,22.0,23.0,23.0,25.0,29.0,False,False,False,True,True,True,True,True,True
0.01,0.001,100.0,0.0001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.5916359549808,45.0,38.0,31.0,32.0,32.0,36.0,38.0,43.0,44.0,False,False,False,False,True,True,True,True,True
0.01,0.001,1.0,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6746982434020338,88.0,58.0,47.0,40.0,34.0,29.0,26.0,31.0,33.0,False,False,False,True,True,True,True,True,True
0.01,0.001,10.0,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8002252042252163,46.0,27.0,24.0,23.0,23.0,23.0,24.0,24.0,34.0,False,False,False,True,True,True,True,True,True
0.01,0.001,100.0,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.5437970049537652,46.0,39.0,36.0,34.0,33.0,34.0,38.0,42.0,44.0,False,False,False,False,False,True,True,True,True
0.01,0.001,100.0,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6018852664187962,42.0,34.0,28.0,34.0,34.0,35.0,43.0,42.0,44.0,False,False,False,False,True,True,True,True,True
0.01,0.001,10.0,0.01,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8078540675608877,40.0,26.0,24.0,23.0,21.0,21.0,24.0,27.0,33.0,False,False,False,True,True,True,True,True,True
0.01,0.001,100.0,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.47606819030452324,46.0,45.0,40.0,41.0,38.0,42.0,41.0,42.0,44.0,False,False,False,False,True,True,True,True,True
0.01,0.001,1.0,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6458099189206788,87.0,57.0,50.0,35.0,28.0,30.0,31.0,30.0,38.0,False,False,False,True,True,True,True,True,True
0.01,0.001,10.0,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7241187294275889,52.0,29.0,26.0,23.0,24.0,27.0,25.0,31.0,39.0,False,False,False,True,True,True,True,True,True
0.01,0.001,1.0,0.01,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6638165097868934,90.0,61.0,48.0,39.0,34.0,32.0,27.0,32.0,35.0,False,False,False,False,True,True,True,True,True
0.01,0.001,0.1,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.20494295201459445,261.0,235.0,193.0,77.0,49.0,44.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
0.01,0.001,1000.0,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.36550195626354903,39.0,37.0,39.0,41.0,40.0,41.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
