lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.001,1000.0,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.33867537475713766,39.0,37.0,39.0,41.0,39.0,43.0,44.0,44.0,44.0,False,False,False,False,True,True,True,True,True
0.01,0.001,100.0,0.01,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.615124838155068,44.0,36.0,34.0,32.0,31.0,35.0,39.0,42.0,44.0,False,False,False,False,True,True,True,True,True
0.01,0.001,1000.0,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.35024564955349674,39.0,39.0,38.0,38.0,39.0,42.0,44.0,44.0,44.0,False,False,True,True,True,True,True,True,True
0.01,0.001,0.1,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.17416251039965364,271.0,245.0,204.0,85.0,49.0,44.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
0.01,0.001,1000.0,0.0001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.3526093025183604,38.0,37.0,40.0,41.0,40.0,44.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
0.01,0.001,1000.0,0.01,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.32792400328017757,37.0,37.0,41.0,41.0,41.0,43.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
0.01,0.001,0.1,0.0001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.18369832056211655,270.0,246.0,214.0,92.0,56.0,44.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
0.01,0.001,1.0,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6720321499032034,91.0,57.0,44.0,44.0,35.0,29.0,29.0,30.0,31.0,False,False,False,True,True,True,True,True,True
0.01,0.001,0.1,0.01,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.1775915243761096,270.0,247.0,212.0,97.0,52.0,44.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
0.01,0.001,10.0,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.820718332335285,40.0,26.0,25.0,21.0,22.0,23.0,21.0,25.0,28.0,False,False,False,True,True,True,True,True,True
0.01,0.001,0.1,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.19780636552412018,266.0,242.0,210.0,92.0,48.0,44.0,44.0,44.0,44.0,False,False,False,True,True,True,True,True,True
