lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.001,10,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12211590904056221,387.0,299.0,271.0,258.0,255.0,255.0,252.0,247.0,246.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,0.1,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12389791797463447,365.0,280.0,266.0,258.0,256.0,251.0,250.0,245.0,248.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.0001,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12498366938008731,315.0,267.0,255.0,252.0,250.0,248.0,245.0,248.0,249.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,0.1,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1319423006189396,390.0,292.0,267.0,257.0,256.0,250.0,251.0,247.0,250.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,0.01,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12412357332127465,386.0,298.0,268.0,261.0,255.0,254.0,252.0,246.0,248.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,1.0,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1289170414035799,437.0,312.0,274.0,264.0,259.0,255.0,251.0,250.0,249.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,0.1,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.13040540548058444,284.0,255.0,254.0,252.0,250.0,247.0,247.0,249.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.01,10,1.0,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12384972550754467,324.0,262.0,258.0,255.0,252.0,248.0,247.0,247.0,249.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,1.0,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1266241227420597,282.0,259.0,250.0,250.0,247.0,247.0,246.0,248.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.01,10,0.001,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.11671338975352813,336.0,274.0,257.0,252.0,249.0,248.0,245.0,250.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.01,10,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1252677295062795,340.0,272.0,267.0,256.0,254.0,250.0,247.0,247.0,249.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,1.0,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12134729379498285,385.0,300.0,271.0,259.0,255.0,256.0,250.0,248.0,246.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1304522588116103,416.0,304.0,271.0,262.0,257.0,256.0,250.0,246.0,250.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.0001,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.13012698987989973,341.0,269.0,257.0,256.0,249.0,247.0,246.0,247.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.001,10,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12286549720401392,420.0,313.0,280.0,263.0,259.0,254.0,252.0,250.0,247.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,0.01,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12187031922849306,448.0,326.0,291.0,265.0,260.0,254.0,253.0,250.0,250.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.01,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12681350119168142,336.0,266.0,254.0,252.0,251.0,251.0,247.0,247.0,249.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.11683841822460461,346.0,274.0,256.0,255.0,252.0,250.0,246.0,247.0,249.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,0.0001,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.13556517465865436,399.0,290.0,265.0,262.0,256.0,253.0,250.0,245.0,248.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.1,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.11812867347152303,337.0,267.0,255.0,252.0,250.0,249.0,247.0,250.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.01,10,0.01,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12015439671533093,361.0,276.0,257.0,255.0,250.0,248.0,246.0,249.0,249.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,0.0001,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12175151771034165,442.0,333.0,287.0,266.0,261.0,254.0,251.0,251.0,250.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.0001,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.11867034408469379,350.0,271.0,258.0,255.0,249.0,250.0,248.0,250.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.001,10,1.0,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.13186242376573742,419.0,302.0,271.0,259.0,256.0,257.0,251.0,250.0,247.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,0.01,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.122320257285621,474.0,339.0,297.0,273.0,261.0,255.0,256.0,249.0,249.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,0.001,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12603048687316099,293.0,259.0,256.0,249.0,248.0,245.0,247.0,250.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.001,10,0.001,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.13477741438583893,387.0,295.0,266.0,260.0,253.0,252.0,252.0,246.0,247.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,0.001,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12743136181384165,395.0,286.0,267.0,261.0,254.0,254.0,249.0,246.0,248.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.01,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12570118612103537,355.0,271.0,262.0,254.0,250.0,247.0,248.0,250.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.001,10,0.0001,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12096879580892134,457.0,348.0,295.0,266.0,262.0,255.0,257.0,249.0,248.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,0.1,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12460806523259568,446.0,330.0,281.0,266.0,254.0,254.0,253.0,251.0,249.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,0.0001,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12242909349427764,332.0,270.0,256.0,249.0,250.0,247.0,247.0,249.0,249.0,False,False,False,False,False,False,False,True,True
0.01,0.001,10,0.1,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1381917582922869,450.0,338.0,282.0,266.0,253.0,255.0,255.0,248.0,247.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,0.01,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12532523892745936,428.0,319.0,281.0,263.0,257.0,254.0,250.0,251.0,247.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,0.1,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.12910271211665678,304.0,259.0,254.0,251.0,249.0,249.0,246.0,249.0,249.0,False,False,False,False,False,False,False,True,True
