lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,10,0.0001,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7789720274738037,60.0,31.0,26.0,22.0,20.0,21.0,22.0,26.0,36.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.001,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7647550761709172,58.0,35.0,27.0,23.0,21.0,21.0,20.0,25.0,36.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.776555388344173,55.0,36.0,24.0,24.0,19.0,18.0,18.0,25.0,33.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.001,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8578799553075691,47.0,36.0,24.0,23.0,20.0,19.0,19.0,21.0,24.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.0001,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8529424958315253,46.0,33.0,25.0,22.0,21.0,21.0,20.0,19.0,32.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7246373826660396,63.0,43.0,28.0,26.0,21.0,25.0,27.0,32.0,42.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,1.0,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7450740897290636,57.0,39.0,30.0,26.0,22.0,19.0,24.0,27.0,35.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.001,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.800659561307413,57.0,37.0,24.0,24.0,21.0,20.0,21.0,22.0,32.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.0001,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8223913363620625,55.0,36.0,24.0,23.0,20.0,19.0,20.0,20.0,24.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.1,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8264001135594056,50.0,37.0,26.0,22.0,19.0,18.0,20.0,22.0,31.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7361305606252257,62.0,37.0,28.0,25.0,22.0,21.0,26.0,32.0,39.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.01,100,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8332258593200087,51.0,38.0,28.0,19.0,20.0,19.0,20.0,23.0,28.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.01,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8369847798944661,46.0,35.0,27.0,23.0,23.0,20.0,21.0,22.0,28.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.1,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8332499637730983,50.0,35.0,27.0,20.0,21.0,20.0,20.0,20.0,29.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.0001,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7882346989361174,52.0,34.0,27.0,22.0,20.0,19.0,18.0,24.0,35.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.001,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8467985433077705,41.0,34.0,28.0,24.0,20.0,19.0,18.0,23.0,28.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.1,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7569490330015904,61.0,34.0,27.0,22.0,21.0,20.0,21.0,31.0,36.0,False,False,False,False,True,True,True,True,True
