lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,10,0.01,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7839435186471408,59.0,32.0,26.0,22.0,21.0,19.0,21.0,27.0,38.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8112519574520641,56.0,34.0,26.0,24.0,19.0,18.0,21.0,23.0,30.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.01,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7837447295532056,50.0,32.0,27.0,22.0,19.0,18.0,20.0,25.0,36.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.1,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8398197677833108,47.0,30.0,25.0,21.0,19.0,18.0,18.0,25.0,27.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.01,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8368767259129977,41.0,32.0,25.0,22.0,19.0,17.0,18.0,23.0,26.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.001,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8097701362037573,56.0,32.0,21.0,20.0,19.0,19.0,20.0,26.0,35.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7987682903084912,50.0,38.0,25.0,23.0,19.0,19.0,21.0,23.0,32.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.0001,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8514266833179932,45.0,31.0,26.0,22.0,19.0,18.0,19.0,20.0,30.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.01,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7894420914438107,60.0,34.0,26.0,19.0,21.0,19.0,22.0,24.0,38.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.1,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7652276942212932,64.0,39.0,27.0,23.0,21.0,21.0,19.0,29.0,38.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7871933411423173,58.0,35.0,27.0,21.0,21.0,20.0,18.0,22.0,34.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.0001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.8148278658581372,53.0,34.0,27.0,22.0,22.0,19.0,22.0,21.0,32.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,1.0,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.7323229023627795,50.0,36.0,25.0,21.0,17.0,16.0,21.0,34.0,41.0,False,False,False,False,True,True,True,True,True
