lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,10.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.3060937945381319,105.0,73.0,62.0,55.0,53.0,51.0,50.0,50.0,48.0,False,False,False,False,False,True,True,True,True
0.01,0.01,100.0,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.3230161150276778,66.0,51.0,51.0,46.0,46.0,46.0,46.0,48.0,47.0,False,False,False,True,True,True,True,True,True
0.01,0.01,1.0,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.2991301865190238,143.0,87.0,64.0,56.0,51.0,47.0,47.0,49.0,48.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10.0,0.1,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.32697130671185637,100.0,75.0,59.0,51.0,53.0,49.0,49.0,50.0,48.0,False,False,False,False,False,True,True,True,True
0.01,0.01,1000.0,0.1,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.27995712063924233,52.0,48.0,46.0,45.0,45.0,46.0,47.0,48.0,48.0,False,False,False,True,True,True,True,True,True
0.01,0.01,100.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.2919757343678184,64.0,54.0,51.0,52.0,51.0,50.0,50.0,48.0,48.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10.0,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.372335915452042,93.0,76.0,62.0,50.0,49.0,49.0,46.0,45.0,49.0,False,False,False,False,True,True,True,True,True
0.01,0.01,100.0,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.2962450280685779,69.0,55.0,48.0,49.0,50.0,48.0,48.0,48.0,48.0,False,False,False,False,True,True,True,True,True
0.01,0.01,1000.0,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.28404231880952957,51.0,47.0,46.0,45.0,46.0,46.0,48.0,48.0,48.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.1,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.2386116320305387,318.0,126.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0,False,False,False,True,True,True,True,True,True
