lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,10,0.001,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.15474686605384286,258.0,193.0,175.0,168.0,171.0,170.0,171.0,174.0,176.0,False,False,False,False,False,False,False,False,True
0.01,0.001,10,0.0001,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.15064056964539582,464.0,316.0,255.0,213.0,195.0,182.0,170.0,172.0,174.0,False,False,False,False,False,False,False,False,False
0.01,0.001,10,1.0,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.14769351623860505,321.0,239.0,213.0,199.0,186.0,176.0,175.0,170.0,170.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,0.1,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1477656168929552,245.0,197.0,179.0,171.0,167.0,169.0,169.0,173.0,175.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,0.01,20,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1586263006901852,245.0,193.0,175.0,168.0,166.0,170.0,170.0,172.0,174.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,1.0,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.16074770092278923,195.0,173.0,169.0,172.0,176.0,172.0,173.0,175.0,176.0,False,False,False,False,False,False,False,True,True
0.01,0.01,10,0.1,100,1,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.14641897159320214,236.0,188.0,175.0,167.0,170.0,170.0,171.0,175.0,176.0,False,False,False,False,False,False,False,True,True
0.01,0.001,10,0.1,20,2,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.15261838264826733,379.0,274.0,233.0,209.0,193.0,179.0,173.0,175.0,169.0,False,False,False,False,False,False,False,False,False
0.01,0.01,10,0.1,20,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.14432962735228963,253.0,191.0,174.0,173.0,170.0,170.0,173.0,173.0,176.0,False,False,False,False,False,False,False,False,True
0.01,0.01,10,1.0,100,3,200,fgan,l2_norm,sigmoidproba,3000,1000,,False,,,False,0.5,False,0.1503115861895467,216.0,176.0,170.0,171.0,173.0,172.0,172.0,175.0,176.0,False,False,False,False,False,False,False,True,True
