lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,1.0,0.0001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.5550206882579931,133.0,53.0,35.0,35.0,35.0,36.0,37.0,38.0,40.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10.0,0.1,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6088474115182246,81.0,51.0,40.0,40.0,35.0,33.0,32.0,32.0,36.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10.0,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.6152681954670701,85.0,49.0,37.0,34.0,37.0,34.0,31.0,32.0,38.0,False,False,False,False,True,True,True,True,True
0.01,0.01,1.0,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.5432654052549813,127.0,53.0,38.0,40.0,35.0,37.0,36.0,38.0,41.0,False,False,False,False,True,True,True,True,True
0.01,0.01,1.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.5104564453870916,139.0,53.0,36.0,40.0,38.0,37.0,36.0,41.0,41.0,False,False,False,True,True,True,True,True,True
0.01,0.01,100.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.4984022807706617,49.0,40.0,40.0,40.0,37.0,37.0,36.0,36.0,40.0,False,False,False,True,True,True,True,True,True
0.01,0.01,100.0,1.0,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.4442205849138168,50.0,44.0,44.0,40.0,36.0,38.0,39.0,38.0,40.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.1,0.01,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.08070514096387747,318.0,250.0,81.0,41.0,41.0,41.0,41.0,41.0,41.0,False,False,True,True,True,True,True,True,True
0.01,0.01,1000.0,0.001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.33486355752042873,45.0,44.0,43.0,41.0,40.0,40.0,40.0,41.0,41.0,False,False,True,True,True,True,True,True,True
0.01,0.01,100.0,0.0001,200,1,200,fgan,numberHiddenUnits,sigmoidproba,3000,1000,0.5,True,0,0.01,False,0.5,False,0.48036163938686766,51.0,44.0,42.0,38.0,37.0,37.0,36.0,39.0,39.0,False,False,False,True,True,True,True,True,True
