lr,dlr,lambda1,lambda2,nh,numberHiddenLayersG,dnh,losstype,functionalComplexity,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,10,1.0,20,3,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6754849018036474,67.0,44.0,37.0,30.0,31.0,31.0,30.0,35.0,35.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,100,2,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7012075892639257,66.0,43.0,33.0,29.0,30.0,30.0,27.0,32.0,36.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.01,20,3,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6685192541233493,61.0,46.0,39.0,30.0,26.0,29.0,33.0,33.0,37.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.01,100,2,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7693408639891267,56.0,40.0,29.0,22.0,24.0,27.0,29.0,29.0,35.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,0.1,20,3,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7302324323770942,64.0,43.0,34.0,28.0,26.0,26.0,30.0,33.0,36.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.1,100,2,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7607452206600122,62.0,42.0,26.0,25.0,23.0,26.0,28.0,32.0,37.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10,10.0,100,2,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6342110409963367,79.0,48.0,42.0,35.0,31.0,31.0,32.0,39.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,0.1,100,1,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7354648682176862,71.0,41.0,35.0,27.0,29.0,24.0,31.0,33.0,37.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,10.0,20,3,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.15410465224908448,47.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,True,True,True,True,True,True,True,True,True
0.01,0.01,10,0.01,20,1,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7229243483829765,84.0,51.0,34.0,26.0,29.0,28.0,31.0,35.0,37.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,20,1,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6512092814918269,77.0,55.0,40.0,34.0,30.0,31.0,33.0,36.0,40.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10,1.0,100,3,200,fgan,l2_norm,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.7036017322343215,63.0,39.0,35.0,30.0,32.0,29.0,31.0,33.0,40.0,False,False,False,True,True,True,True,True,True
